infraclass,cohort,order,suborder,superfamily,family,subfamily,tribe,genus,species,iBite,ID,specimen,amplification,head.w,head.h,head.l,th.w,body.l,wing.l,latitude,longitude,country
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Catantopinae,Catantopini,Stenocatantops,sp_AUS1,1169,Stenocatantops_sp_AUS1,1242,2.0,3.95,4.97,4.07,3.79,32.08,28.44,-15.875725,145.32658,Australia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Catantopinae,Catantopini,Stenocatantops,sp_AUS1,1171,Stenocatantops_sp_AUS1,1244,2.0,4.52,6.12,4.61,4.49,34.43,30.97,-15.875725,145.32658,Australia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Cyrtacanthacridinae,Cyrtacanthacridini,Anacridium,aegyptium,860,Anacridium_aegyptium,0882,2.0,7.71,11.25,6.63,9.48,60.4,59.19,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Cyrtacanthacridinae,Cyrtacanthacridini,Anacridium,aegyptium,879,Anacridium_aegyptium,0901,2.0,7.17,9.11,5.37,8.21,48.3,43.72,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Cyrtacanthacridinae,Cyrtacanthacridini,Valanga,irregularis,1032,Valanga_irregularis,1105,0.5,8.23,12.44,6.1,8.52,62.95,63.55,-16.104282,145.449547,Australia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Eyprepocnemidinae,Eyprepocnemidini,Eyprepocnemis,plorans,2612,Eyprepocnemis_plorans,2346,2.0,4.88,7.34,4.44,5.89,28.73,23.66,42.0712955480561,9.02261013506413,France:Corsica
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Acridini,Caledia,captiva,1213,Caledia_captiva,1286,2.0,3.15,4.71,3.51,3.27,21.45,18.7,-17.267955,145.49183,Australia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Chrysochraontini,Chrysochraon,dispar,108,Chrysochraon_dispar,1668,2.0,3.02,4.6,4.39,4.91,30.84,8.78,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Chrysochraontini,Chrysochraon,dispar,943,Chrysochraon_dispar,0948,2.0,2.82,3.34,2.58,2.87,17.01,9.54,46.381583,14.464778,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Chrysochraontini,Chrysochraon,dispar,965,Chrysochraon_dispar,0965,2.0,3.41,5.13,3.96,3.97,24.4,7.73,50.9682060975773,7.2217815317683,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Chrysochraontini,Euthystira,brachyptera,905,Euthystira_brachyptera,0923,2.0,3.63,4.46,3.75,4.18,22.89,0.0,45.743278,14.950417,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Chrysochraontini,Euthystira,brachyptera,938,Euthystira_brachyptera,0944,2.0,3.35,4.61,3.85,3.7,22.48,0.0,45.743278,14.950417,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Chrysochraontini,Euthystira,brachyptera,939,Euthystira_brachyptera,0945,2.0,3.19,4.87,3.56,4.38,21.64,0.0,45.743278,14.950417,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,albomarginatus,1917,Chorthippus_albomarginatus,1970,2.0,2.92,4.52,3.25,3.14,20.81,14.41,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,biguttulus,1920,Chorthippus_biguttulus,1974,2.0,2.23,3.03,2.22,2.29,14.38,11.73,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,biguttulus,1921,Chorthippus_biguttulus,1974,2.0,2.23,3.03,2.22,2.29,14.38,11.73,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,biguttulus,1923,Chorthippus_biguttulus,1976,2.0,2.22,2.92,2.33,2.26,15.24,12.09,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,biguttulus,1928,Chorthippus_biguttulus,1981,2.0,2.4,3.21,2.54,2.69,15.23,13.73,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,biguttulus,2309,Chorthippus_biguttulus,0801,20.0,2.74,4.35,2.13,3.32,17.8,16.13,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,biguttulus,2310,Chorthippus_biguttulus,0801,20.0,2.74,4.35,2.13,3.32,17.8,16.13,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,biguttulus,2311,Chorthippus_biguttulus,0801,20.0,2.74,4.35,2.13,3.32,17.8,16.13,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,brunneus,785,Chorthippus_brunneus,0808,2.0,3.09,5.01,2.06,3.44,21.68,17.94,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,brunneus,787,Chorthippus_brunneus,0810,2.0,2.88,4.53,2.35,4.2,19.35,15.55,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,brunneus,918,Chorthippus_brunneus,0931,2.0,3.39,4.39,3.44,4.23,25.1,17.04,46.383306,14.510889,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,brunneus,919,Chorthippus_brunneus,0931,2.0,3.39,4.39,3.44,4.23,25.1,17.04,46.383306,14.510889,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,dorsatus,792,Chorthippus_dorsatus,0818,2.0,2.98,4.74,2.69,3.9,22.97,20.07,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,dorsatus,808,Chorthippus_dorsatus,0831,2.0,2.45,2.99,1.85,2.83,16.64,12.77,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,dorsatus,1946,Chorthippus_dorsatus,2003,2.0,2.27,3.15,2.82,2.51,15.27,11.59,50.9025756618504,6.90834858451909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,dorsatus,1947,Chorthippus_dorsatus,2004,2.0,2.92,4.67,3.76,3.15,21.75,16.31,50.9025756618504,6.90834858451909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,mollis,778,Chorthippus_mollis,0801,20.0,2.74,4.35,2.13,3.32,17.8,16.13,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,mollis,779,Chorthippus_mollis,0802,2.0,2.87,4.22,2.64,3.58,19.03,15.55,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,mollis,799,Chorthippus_mollis,0822,2.0,2.57,3.98,2.25,3.28,17.18,14.83,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,mollis,806,Chorthippus_mollis,0829,2.0,2.56,3.93,2.44,2.88,16.68,13.83,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,sp_GER1,1918,Chorthippus_sp_GER1,1971,2.0,2.9,4.52,2.82,3.17,18.96,15.45,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,sp_GER1,1919,Chorthippus_sp_GER1,1972,2.0,2.78,3.96,2.55,3.38,18.86,14.72,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,sp_GER1,1922,Chorthippus_sp_GER1,1975,2.0,3.09,4.35,3.06,3.29,20.75,16.55,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,sp_GER1,1924,Chorthippus_sp_GER1,1977,2.0,2.76,4.45,3.32,3.17,17.99,14.21,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,sp_GER1,1931,Chorthippus_sp_GER1,1983,2.0,2.74,4.23,3.01,2.96,18.13,14.74,50.765008,7.02364,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,sp_GER2,964,Chorthippus_sp_GER2,0964,2.0,2.81,5.19,3.02,3.48,17.95,17.23,50.9682060975773,7.2217815317683,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Gomphocerippus,rufus,345,Gomphocerippus_rufus,0391,2.0,3.33,5.44,2.61,4.47,24.94,15.92,48.530997,9.032059,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Gomphocerippus,rufus,800,Gomphocerippus_rufus,0823,2.0,2.25,3.18,2.24,2.43,15.33,10.7,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Gomphocerippus,rufus,802,Gomphocerippus_rufus,0825,2.0,2.37,3.1,1.66,2.44,14.85,10.8,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Gomphocerippus,rufus,805,Gomphocerippus_rufus,0827,2.0,2.51,4.42,2.5,3.04,18.9,11.95,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Gomphocerippus,rufus,807,Gomphocerippus_rufus,0830,2.0,2.27,3.05,2.38,2.15,14.95,10.97,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Gomphocerippus,rufus,948,Gomphocerippus_rufus,0951,2.0,3.16,4.86,3.19,4.1,22.83,13.37,46.381583,14.464778,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,dorsalis,110,Pseudochorthippus_dorsalis,1670,2.0,2.83,4.07,2.94,3.25,19.5,5.98,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,montanus,59,Pseudochorthippus_montanus,2051,2.0,2.92,4.69,3.25,3.1,19.67,5.04,50.8598512519453,7.23384557958637,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,106,Pseudochorthippus_parallelus,1666,2.0,3.05,3.91,2.62,3.52,21.04,5.93,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,107,Pseudochorthippus_parallelus,1667,2.0,3.16,3.96,3.15,3.09,19.52,6.1,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,109,Pseudochorthippus_parallelus,1669,2.0,2.88,4.42,2.86,3.12,22.82,5.21,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,111,Pseudochorthippus_parallelus,1671,2.0,2.46,4.41,2.44,3.86,19.87,5.88,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,112,Pseudochorthippus_parallelus,1672,2.0,3.07,4.05,3.34,3.52,21.83,5.66,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,113,Pseudochorthippus_parallelus,1672,2.0,3.07,4.05,3.34,3.52,21.83,5.66,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,114,Pseudochorthippus_parallelus,1673,2.0,2.39,3.18,2.08,2.99,14.34,9.69,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,115,Pseudochorthippus_parallelus,1674,2.0,3.21,4.31,2.63,3.74,18.98,6.29,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,116,Pseudochorthippus_parallelus,1675,2.0,3.0,3.92,2.53,2.9,18.88,6.37,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,117,Pseudochorthippus_parallelus,1676,2.0,2.87,4.14,2.83,3.47,21.64,6.22,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,118,Pseudochorthippus_parallelus,1685,2.0,3.1,4.75,2.8,3.82,20.49,6.56,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,120,Pseudochorthippus_parallelus,1679,2.0,2.44,3.22,1.96,2.26,14.83,9.67,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,121,Pseudochorthippus_parallelus,1678,2.0,2.54,3.08,2.28,2.73,17.26,10.53,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,122,Pseudochorthippus_parallelus,1680,2.0,3.06,4.29,2.52,3.33,20.13,7.99,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,123,Pseudochorthippus_parallelus,1681,2.0,2.86,4.42,2.44,3.45,20.22,6.1,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,124,Pseudochorthippus_parallelus,1682,2.0,2.91,4.1,2.82,3.34,22.13,7.2,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,125,Pseudochorthippus_parallelus,1683,2.0,2.41,3.35,2.08,2.6,15.96,9.86,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,126,Pseudochorthippus_parallelus,1684,2.0,3.21,4.27,3.12,3.49,20.42,7.63,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,127,Pseudochorthippus_parallelus,1686,2.0,2.89,4.5,2.6,3.66,20.41,6.15,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,128,Pseudochorthippus_parallelus,1687,2.0,2.96,4.33,2.98,3.72,22.85,5.97,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,129,Pseudochorthippus_parallelus,1688,2.0,2.92,4.62,2.98,3.63,21.11,6.85,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,130,Pseudochorthippus_parallelus,1689,2.0,2.89,4.68,2.17,3.4,21.94,6.19,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,131,Pseudochorthippus_parallelus,1690,2.0,2.35,3.56,1.73,2.96,15.71,8.14,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,132,Pseudochorthippus_parallelus,1691,2.0,2.77,4.72,2.5,3.48,21.33,6.9,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,133,Pseudochorthippus_parallelus,1692,2.0,3.06,4.33,3.07,4.12,20.48,7.52,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,134,Pseudochorthippus_parallelus,1693,2.0,2.93,4.89,3.07,4.15,21.81,6.22,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,135,Pseudochorthippus_parallelus,1694,2.0,2.44,3.89,2.65,2.55,15.14,8.99,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,136,Pseudochorthippus_parallelus,1695,2.0,2.57,3.92,1.91,2.84,15.37,9.2,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,138,Pseudochorthippus_parallelus,1698,2.0,2.47,3.75,1.71,2.28,15.44,9.41,50.8603903934298,7.23682655202909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,776,Pseudochorthippus_parallelus,0800,20.0,2.2,3.04,2.36,2.11,15.54,8.62,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,777,Pseudochorthippus_parallelus,0800,20.0,2.2,3.04,2.36,2.11,15.54,8.62,50.8185262952023,7.19073690104763,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,801,Pseudochorthippus_parallelus,0824,2.0,2.37,3.1,1.95,2.56,15.54,8.2,50.8393908437,7.15186536702612,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,886,Pseudochorthippus_parallelus,0908,2.0,2.64,3.32,2.88,2.58,16.94,10.54,46.381583,14.464778,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,887,Pseudochorthippus_parallelus,0908,2.0,2.64,3.32,2.88,2.58,16.94,10.54,46.381583,14.464778,Slovenia
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,966,Pseudochorthippus_parallelus,0966,2.0,2.52,3.34,2.73,2.68,13.92,8.41,50.9682060975773,7.2217815317683,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,1950,Pseudochorthippus_parallelus,2007,2.0,2.54,3.75,2.88,2.73,16.78,13.19,50.9025756618504,6.90834858451909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,1951,Pseudochorthippus_parallelus,2008,2.0,2.62,3.42,2.95,2.46,15.79,11.41,50.9025756618504,6.90834858451909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,1954,Pseudochorthippus_parallelus,2010,2.0,2.6,3.23,3.0,2.64,14.54,9.99,50.9025756618504,6.90834858451909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,1956,Pseudochorthippus_parallelus,2014,2.0,3.24,4.92,3.31,3.63,32.55,7.04,50.9025756618504,6.90834858451909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Pseudochorthippus,parallelus,1957,Pseudochorthippus_parallelus,2015,2.0,2.67,3.33,3.21,2.6,15.69,9.47,50.9025756618504,6.90834858451909,Germany
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1396,Orphulella_punctata,1467,2.0,3.1,5.16,2.5,2.9,17.0,14.1,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1406,Orphulella_punctata,1473,20.0,2.58,4.8,2.74,2.43,15.4,14.16,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1408,Orphulella_punctata,1475,2.0,2.59,5.48,2.73,2.62,17.72,14.45,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1409,Orphulella_punctata,1475,2.0,2.59,5.48,2.73,2.62,17.72,14.45,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1492,Orphulella_punctata,1527,2.0,2.95,6.24,4.05,3.3,22.1,17.9,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1551,Orphulella_punctata,1575,2.0,2.5,4.86,2.4,2.22,17.73,12.6,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1586,Orphulella_punctata,1599,2.0,2.55,4.61,1.92,2.54,15.1,12.66,9.12446615378659,-79.8589588478031,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1587,Orphulella_punctata,1599,2.0,2.55,4.61,1.92,2.54,15.1,12.66,9.12446615378659,-79.8589588478031,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,1588,Orphulella_punctata,1600,2.0,3.24,6.24,3.29,2.98,20.12,15.43,9.12446615378659,-79.8589588478031,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,2163,Orphulella_punctata,1575,2.0,2.5,4.86,2.4,2.22,17.73,12.6,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,2171,Orphulella_punctata,1599,2.0,2.55,4.61,1.92,2.54,15.1,12.66,9.12446615378659,-79.8589588478031,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,2172,Orphulella_punctata,1599,2.0,2.55,4.61,1.92,2.54,15.1,12.66,9.12446615378659,-79.8589588478031,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulella,punctata,2173,Orphulella_punctata,1599,2.0,2.55,4.61,1.92,2.54,15.1,12.66,9.12446615378659,-79.8589588478031,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulellini,sp_PAN1,1398,Orphulellini_sp_PAN1,1469,2.0,2.9,5.2,2.25,2.6,17.8,14.2,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,Orphulellini,Orphulellini,sp_PAN1,1450,Orphulellini_sp_PAN1,1498,2.0,2.74,4.87,2.98,2.58,17.66,14.37,9.15588062636396,-79.8488367662606,Panama
