infraclass,cohort,order,suborder,superfamily,family,subfamily,tribe,genus,species,iBite,ID,specimen,amplification,head.w,head.h,head.l,th.w,body.l,wing.l,latitude,longitude,country,head_w_body_l_ratio,head_volume,wing_body_ratio,mean_distance_to_others,distance_to_reference,kriging_iBite,kriging_variance,cluster
0,1,1,10,7,12,13,19,-1.1668666548382851,-0.5303367399777886,1226,75,1299,2.0,0.3512514739659219,-0.20874934706192996,0.7755868220814994,0.7308196053310729,-0.16487529505896079,-0.06386944204191242,-1.3326611209517292,1.4366750887025534,0,0.23463388562266166,54.355223999999986,0.7397113842864778,10905.26657388499,15373.736869088058,836.2804428070594,-4905664.114581748,0
0,1,1,10,7,12,13,19,-1.1668666548382851,-0.5303367399777886,1227,75,1300,2.0,-0.2161376136435504,-0.5935231239642839,-0.2699828449625161,0.06294620824747324,-0.5139370669133678,-0.3714926820485533,-1.3326611209517292,1.4366750887025534,0,0.23792357606344627,16.552799999999998,0.7166546503244412,10905.26657388499,15373.736869088058,836.2804428070594,-4905664.114581748,0
0,1,1,10,7,12,13,19,-1.1668666548382851,0.7644061536251876,1299,76,1372,2.0,-0.2161376136435504,-0.4574919907159769,-0.15380843751318093,0.05869223756541219,-0.5211490869930042,-0.3722814595870318,-1.5504457405937297,1.4785521702485818,0,0.23965141612200436,20.77416,0.7211328976034859,11268.556086529155,16178.855495737604,2135.6767527701254,-8296225.72121075,0
0,1,1,10,8,14,4,7,-1.5115124098094614,-1.681219312069323,2575,25,2310,2.0,-0.7054456341508017,-0.6285025582281342,-0.657230869793633,-0.536863657923148,-0.7209220431989354,-0.43696121774227425,0.9791107844020563,-0.27956415610911245,4,0.21454545454545454,8.496,0.8281818181818181,6292.523430092058,511.4442885284031,4981.256088562873,-986968.5571785257,1
0,1,1,10,8,14,4,7,-1.5115124098094614,-1.681219312069323,2577,25,2310,20.0,-0.7054456341508017,-0.6285025582281342,-0.657230869793633,-0.536863657923148,-0.7209220431989354,-0.43696121774227425,0.9791107844020563,-0.27956415610911245,4,0.21454545454545454,8.496,0.8281818181818181,6292.523430092058,511.4442885284031,4981.256088562873,-986968.5571785257,1
0,1,1,10,8,14,4,7,-1.5115124098094614,-1.681219312069323,2578,25,2310,2.0,-0.7054456341508017,-0.6285025582281342,-0.657230869793633,-0.536863657923148,-0.7209220431989354,-0.43696121774227425,0.9791107844020563,-0.27956415610911245,4,0.21454545454545454,8.496,0.8281818181818181,6292.523430092058,511.4442885284031,4981.256088562873,-986968.5571785257,1
0,1,1,10,8,14,149,174,-1.1389224044352166,0.8723013947587689,871,79,0893,2.0,0.26275959791673814,0.24598329836812446,0.2721643898010478,1.8708837481234593,0.076727377608862,0.39598786289109184,0.46273152118855215,-0.059399363042044774,5,0.1912964641885766,58.1094,0.8916591115140527,7160.169558843151,2698.90149196302,-12178.292988926774,-31920007.48340491,3
0,1,1,10,9,15,0,0,-1.1296076543008606,-0.7101621418670908,928,80,0937,2.0,-0.39832677021539914,-0.21263595086902454,1.2790092543619516,1.041359465121536,-0.6134629440123515,-0.4038325611261745,0.833795404548369,-0.18848103035399638,7,0.23618895116092875,43.471199999999996,0.7630104083266612,6498.1277523781655,1207.700919330843,2568.2804428062254,-4905664.114581989,1
0,1,1,10,9,15,0,0,-1.1296076543008606,-0.7101621418670908,929,80,0937,2.0,-0.39832677021539914,-0.21263595086902454,1.2790092543619516,1.041359465121536,-0.6134629440123515,-0.4038325611261745,0.833795404548369,-0.18848103035399638,7,0.23618895116092875,43.471199999999996,0.7630104083266612,6498.1277523781655,1207.700919330843,2568.2804428062254,-4905664.114581989,1
0,1,1,10,9,15,0,0,-1.1296076543008606,-0.7101621418670908,2426,80,0937,2.0,-0.39832677021539914,-0.21263595086902454,1.2790092543619516,1.041359465121536,-0.6134629440123515,-0.4038325611261745,0.833795404548369,-0.18848103035399638,7,0.23618895116092875,43.471199999999996,0.7630104083266612,6498.1277523781655,1207.700919330843,2568.2804428062254,-4905664.114581989,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-1.2736150677869045,1705,106,1754,20.0,-1.090645565188425,-1.0482557693943382,-0.9347586209226001,-1.0175623449960571,-0.9206949994048667,-0.7161884663636866,0.9847996058832614,-0.2794980672130695,4,0.1968408262454435,2.0418480000000003,0.6767922235722965,6293.6293217400125,508.21214674106454,1705.0000000022155,7.753279039718391e-07,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,557,107,0604,2.0,-0.528461882052434,-0.8033997295473859,-0.5475105960914832,-0.47305409769223095,-0.26295876814201724,-0.3052353688163537,0.9760967473098199,-0.2796329664470792,4,0.15561959654178675,8.24445,0.6213256484149855,6295.262669034206,513.2468903459662,-10978.439114389113,-9738381.550880782,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,558,107,0604,2.0,-0.528461882052434,-0.8033997295473859,-0.5475105960914832,-0.47305409769223095,-0.26295876814201724,-0.3052353688163537,0.9760967473098199,-0.2796329664470792,4,0.15561959654178675,8.24445,0.6213256484149855,6295.262669034206,513.2468903459662,-10978.439114389113,-9738381.550880782,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,559,107,0604,2.0,-0.528461882052434,-0.8033997295473859,-0.5475105960914832,-0.47305409769223095,-0.26295876814201724,-0.3052353688163537,0.9760967473098199,-0.2796329664470792,4,0.15561959654178675,8.24445,0.6213256484149855,6295.262669034206,513.2468903459662,-10978.439114389113,-9738381.550880782,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,560,107,0604,2.0,-0.528461882052434,-0.8033997295473859,-0.5475105960914832,-0.47305409769223095,-0.26295876814201724,-0.3052353688163537,0.9760967473098199,-0.2796329664470792,4,0.15561959654178675,8.24445,0.6213256484149855,6295.262669034206,513.2468903459662,-10978.439114389113,-9738381.550880782,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,561,107,0604,2.0,-0.528461882052434,-0.8033997295473859,-0.5475105960914832,-0.47305409769223095,-0.26295876814201724,-0.3052353688163537,0.9760967473098199,-0.2796329664470792,4,0.15561959654178675,8.24445,0.6213256484149855,6295.262669034206,513.2468903459662,-10978.439114389113,-9738381.550880782,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,600,107,0638,20.0,-0.6065429491546552,-0.8306059561970472,-0.6959556722767447,-0.5879113061078818,-0.47210735045147606,-0.3793804574333389,0.9804498847908306,-0.27858829177986527,4,0.1764705882352941,6.5667599999999995,0.6809688581314879,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,604,107,0642,20.0,-0.564899713366804,-0.9083380323389367,-0.7863135447373386,-0.6602288077029212,-0.24564991995088972,-0.36833757189463895,0.9804498847908306,-0.27858829177986527,4,0.14951677089255258,5.386240000000001,0.5673678226264923,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,607,107,0647,20.0,-0.6794186117833947,-0.9161112399531259,-0.954121022164156,-0.5623874820155149,-0.4490288861966392,-0.3778029023563818,0.9804498847908306,-0.27858829177986527,4,0.16316858496953285,4.069044000000001,0.6675693974272173,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,610,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,611,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,613,107,0650,20.0,-0.528461882052434,-0.7839667105119134,-0.7282263410126711,-0.5155938045128424,-0.0357801356334674,-0.3375752478939749,0.9804498847908306,-0.27858829177986527,4,0.13170731707317074,7.300800000000001,0.5058536585365854,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,614,107,0651,20.0,-0.5753105223137668,-0.9238844475673147,-0.8831255509451179,-0.6474668956567377,-0.26872838420572653,-0.33205380512462496,0.9804498847908306,-0.27858829177986527,4,0.15112912565141864,4.692779999999999,0.6045165026056746,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,615,107,0652,20.0,-0.5805159267872482,-0.8500389752325197,-0.4636068573780745,-0.5751493940616983,-0.4245080179258751,-0.33205380512462496,0.9804498847908306,-0.27858829177986527,4,0.17207147584381205,7.8078,0.6909331568497683,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,627,107,0668,20.0,-0.40353217468888064,-0.6945748229487403,-0.5023316598611862,-0.298641299727724,-0.26656477818183555,-0.23818927804567547,0.9804498847908306,-0.27858829177986527,4,0.1699421965317919,10.975608000000001,0.6722543352601156,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2230,107,0604,2.0,-0.528461882052434,-0.8033997295473859,-0.5475105960914832,-0.47305409769223095,-0.26295876814201724,-0.3052353688163537,0.9760967473098199,-0.2796329664470792,4,0.15561959654178675,8.24445,0.6213256484149855,6295.262669034206,513.2468903459662,-10978.439114389113,-9738381.550880782,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2258,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2259,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2260,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2261,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2262,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2263,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2264,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2265,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2266,107,0650,20.0,-0.528461882052434,-0.7839667105119134,-0.7282263410126711,-0.5155938045128424,-0.0357801356334674,-0.3375752478939749,0.9804498847908306,-0.27858829177986527,4,0.13170731707317074,7.300800000000001,0.5058536585365854,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2267,107,0651,20.0,-0.5753105223137668,-0.9238844475673147,-0.8831255509451179,-0.6474668956567377,-0.26872838420572653,-0.33205380512462496,0.9804498847908306,-0.27858829177986527,4,0.15112912565141864,4.692779999999999,0.6045165026056746,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2268,107,0652,20.0,-0.5805159267872482,-0.8500389752325197,-0.4636068573780745,-0.5751493940616983,-0.4245080179258751,-0.33205380512462496,0.9804498847908306,-0.27858829177986527,4,0.17207147584381205,7.8078,0.6909331568497683,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2377,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2378,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2379,107,0649,20.0,-0.51284566863199,-0.9860701084808264,-0.9089420859338591,-0.5241017458769647,-0.6423110243308975,-0.36360490666376766,0.9804498847908306,-0.27858829177986527,4,0.22580645161290322,4.157244,0.8304383788254756,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2380,107,0668,20.0,-0.40353217468888064,-0.6945748229487403,-0.5023316598611862,-0.298641299727724,-0.26656477818183555,-0.23818927804567547,0.9804498847908306,-0.27858829177986527,4,0.1699421965317919,10.975608000000001,0.6722543352601156,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,-0.8420341032525792,2381,107,0668,20.0,-0.40353217468888064,-0.6945748229487403,-0.5023316598611862,-0.298641299727724,-0.26656477818183555,-0.23818927804567547,0.9804498847908306,-0.27858829177986527,4,0.1699421965317919,10.975608000000001,0.6722543352601156,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,-1.0178306526885872,0.5126505909801644,648,108,0689,20.0,-0.9761266667718344,-1.1493074683787947,-1.3090983782593464,-0.889943224534223,-0.8413627785288651,-0.679115922055194,0.9804498847908306,-0.27858829177986527,4,0.1972132904608789,0.9593760000000001,0.647374062165059,6290.531352134373,515.9881810772918,-1335.524723245061,-34574537.106151484,1
0,1,1,10,19,17,18,26,1.0686733774071835,-0.8660108235044861,889,405,0910,20.0,-1.179137441237609,-1.1493074683787947,-1.0573871621191206,-0.9409908727189568,-0.8637200407757383,-0.5923503928225518,0.8335268712792813,-0.18898932063820142,7,0.1607538802660754,1.12926,0.7915742793791575,6497.904006580717,1205.5593683660018,3972.445018452391,-11173972.179504998,1
0,1,1,10,19,17,18,26,1.0686733774071835,-0.8660108235044861,2411,405,0910,20.0,-1.179137441237609,-1.1493074683787947,-1.0573871621191206,-0.9409908727189568,-0.8637200407757383,-0.5923503928225518,0.8335268712792813,-0.18898932063820142,7,0.1607538802660754,1.12926,0.7915742793791575,6497.904006580717,1205.5593683660018,3972.445018452391,-11173972.179504998,1
0,1,1,1,11,18,19,27,-0.9992011524198748,-1.7771261930769509,1793,110,1848,2.0,0.47618118132947557,0.012787069942455478,1.8792436928501832,1.1604706442192483,0.19788931494675527,-0.018909122348634125,1.0522148440970354,-0.1965249444065768,4,0.1950294860994103,96.834135,0.6069924178601517,6413.669649002329,964.3258508353226,5310.396309965255,-3441624.281426861,1
0,1,1,1,11,18,19,27,-0.9992011524198748,-1.7771261930769509,1794,110,1848,2.0,0.47618118132947557,0.012787069942455478,1.8792436928501832,1.1604706442192483,0.19788931494675527,-0.018909122348634125,1.0522148440970354,-0.1965249444065768,4,0.1950294860994103,96.834135,0.6069924178601517,6413.669649002329,964.3258508353226,5310.396309965255,-3441624.281426861,1
0,1,1,1,11,18,19,27,-0.9992011524198748,-1.7771261930769509,1795,110,1848,2.0,0.47618118132947557,0.012787069942455478,1.8792436928501832,1.1604706442192483,0.19788931494675527,-0.018909122348634125,1.0522148440970354,-0.1965249444065768,4,0.1950294860994103,96.834135,0.6069924178601517,6413.669649002329,964.3258508353226,5310.396309965255,-3441624.281426861,1
